Station_Name,Lon,Lat,Alti,Time,TEM_Avg
﻿八岔哨村,103.28,25.79,2010,2020/01/01,10.5
﻿康平,101.37,22.69,927.3,2020/01/01,16.5
﻿那玉,100.24,23.65,1719,2020/01/01,13.2
﻿万德,102.18,26,1957,2020/01/01,11.8
﻿甸沙,103.1,25.68,2050,2020/01/01,5.8
﻿上江,99.65,27.37,1896,2020/01/01,7
﻿珠琳正街,104.66,23.99,1411,2020/01/01,14.3
﻿广卫,102.79,24.96,1916,2020/01/01,12.4
﻿西街口,103.52,24.83,1982,2020/01/01,11.9
﻿益智,100.59,23.21,830,2020/01/01,16
﻿白龙潭公园,102.84,24.88,1959,2020/01/01,11.3
﻿者桑,105.97,23.77,405.6,2020/01/01,16.7
﻿程海,100.68,26.46,1546,2020/01/01,13
﻿平寨,104.37,24.06,1355,2020/01/01,13.2
﻿糯黑,103.53,24.67,1988,2020/01/01,10.7
﻿更戛,99.52,24.46,1701,2020/01/01,9.5
﻿宝藏,101.65,22.68,815,2020/01/01,17.6
﻿新街,101.25,25.81,1843,2020/01/01,7.6
﻿湾塘,103.74,23.1,418,2020/01/01,20.2
﻿五街,101.01,25.15,2240,2020/01/01,7.7
﻿中和,98.4,25.07,1443,2020/01/01,9.9
﻿竹山村委会,103.08,24.64,2309,2020/01/01,8.5
﻿寿山,103.91,27.9,934,2020/01/01,8
﻿拉市,100.15,26.86,2445,2020/01/03,5.4
﻿武定,102.42,25.5,1799.1,2020/01/01,11.1
﻿菠萝村,100.67,24.76,1946,2020/01/01,11.2
﻿勐满二区7队,101.22,21.68,842,2020/01/01,19.6
﻿黑支果,105.17,23.63,1544,2020/01/01,13.6
﻿杨广,102.79,24.14,1819,2020/01/01,13.2
﻿东山乡,104.28,23.42,1420,2020/01/01,14.8
﻿金方凌波社区,102.5,24.89,1910,2020/01/01,11.5
﻿东风五区,100.86,21.69,646,2020/01/01,18.7
﻿洛本卓 ,98.9,26.42,1020,2020/01/01,11.7
﻿勐汞,99.23,23.97,1510,2020/01/01,12.1
﻿汤郎,102.29,26.19,1854,2020/01/01,12.3
﻿人民东路,102.72,25.04,1920,2020/01/01,12.9
﻿官寨,104.03,24.3,1240,2020/01/01,13.7
﻿富村,104.46,25.36,1986,2020/01/01,11
﻿五龙,104.28,24.62,960,2020/01/01,14.4
﻿剑川老君,99.53,26.59,2435,2020/01/01,3.9
﻿大山,100.07,23.01,1526,2020/01/01,14.4
﻿晋宁七中,102.69,24.68,1918,2020/01/01,12
﻿薄竹镇,103.95,23.48,1522,2020/01/01,14.5
﻿者竜,101.36,24.31,1497,2020/01/01,12.5
﻿云龙,99.37,25.89,1723.9,2020/01/01,8.7
﻿虚凝寺,102.71,25.11,2015,2020/01/01,11.6
﻿发展河,100.18,22.33,1440,2020/01/01,13.7
﻿永胜,100.75,26.68,2130.5,2020/01/01,7
﻿板桥,104.07,26.09,2039,2020/01/01,11.1
﻿泗南江,101.76,23.13,765,2020/01/01,20.2
﻿勐来,99.29,23.27,1223.9,2020/01/01,13.1
﻿通关收费站,101.38,23.3,1487,2020/01/01,13.7
﻿娜允,99.65,22.37,1048.4,2020/01/01,15.2
﻿红岩,103.01,24.38,2057,2020/01/01,11
﻿阳宗海管委会,103.02,24.91,1775,2020/01/01,10.2
﻿老城,101.9,25.62,1289,2020/01/01,16
﻿镇康,98.82,23.76,1053.8,2020/01/01,14.2
﻿瓦窑,99.23,25.47,1869,2020/01/01,7.7
﻿茂兰,100.24,24.58,1174.9,2020/01/01,15.4
﻿马街,103.21,25.2,1732,2020/01/01,10.7
﻿康普,99.03,27.6,1820,2020/01/01,6.8
﻿岩落村,100.19,27.86,2355,2020/01/01,7.8
﻿碑格,103.58,23.68,1861,2020/01/01,13.6
﻿马街社区,102.63,25.04,1901,2020/01/01,11.4
﻿云仙,100.69,22.94,1130,2020/01/01,14.5
﻿老窝 ,99.1,25.8,2180,2020/01/01,6.7
﻿东山,100.9,26.36,2475,2020/01/01,8.3
﻿牛街社区,102.99,25.83,2052,2020/01/01,8.6
﻿羊街,101.92,25.5,1855,2020/01/01,12.7
﻿柴河,102.69,24.6,1955,2020/01/01,9.8
﻿明永冰川,98.77,28.45,2930,2020/01/01,0.8
﻿花箐,102.92,25.12,2021,2020/01/01,9
﻿全河,100.22,23.84,803,2020/01/01,12.1
﻿勐旺,101.29,22.49,1141,2020/01/01,15.8
﻿小石桥,102.61,24.44,2088,2020/01/01,10.7
﻿营盘村,103.15,26.16,2213,2020/01/01,12.6
﻿燕门,98.92,28.07,2081,2020/01/01,6.4
﻿新寨村,102.7,24.49,2049,2020/01/01,10
﻿古城,102.79,25.62,2064,2020/01/01,9.5
﻿瓦纳,101.89,23.52,1063,2020/01/01,16.7
﻿腊品,101.97,24.49,1913,2020/01/01,12.5
﻿甘顶站,103.93,28.07,1612,2020/01/01,3
﻿大山包,103.33,27.41,3133,2020/01/01,3.9
﻿漾濞鸡街,99.94,25.26,1489,2020/01/01,11.7
﻿南糯山,100.6,21.96,1302,2020/01/01,15.1
﻿甲寅,102.42,23.26,1712,2020/01/01,14.1
﻿福荣,99.14,23.52,839,2020/01/04,15.5
﻿款庄拖卓,102.6,25.41,2001.3,2020/01/01,10.5
﻿光华,100.62,26.86,1598,2020/01/01,9.4
﻿大姚,101.32,25.72,1878.1,2020/01/01,10.7
﻿曼满水库,100.21,21.88,1335,2020/01/01,14.7
﻿沙桥,101.14,25.24,1908,2020/01/01,9.1
﻿三坝,100.05,27.48,2364,2020/01/01,7
﻿宾川鸡足山,100.4,25.94,1821,2020/01/01,10.1
﻿那达勐水库,100.47,21.78,1565,2020/01/01,13.1
﻿漾濞漾江,99.93,25.79,1647,2020/01/01,9.5
﻿吉利,103.98,27.99,795,2020/01/01,8.8
﻿逢春岭,103.12,23.02,1263,2020/01/01,14.3
﻿小街,102.13,24.86,1810,2020/01/01,9.5
﻿祥云下庄,100.79,25.44,2070,2020/01/01,10.2
﻿洱源,99.96,26.11,2059.9,2020/01/01,7.6
﻿丽江,100.22,26.85,2380.9,2020/01/01,7.2
﻿甸心,102.6,24.72,1893,2020/01/01,11.6
﻿下金厂,104.8,23.18,1464,2020/01/01,12.2
﻿屏山镇战备水库,102.54,25.54,1896,2020/01/01,9.9
﻿下营,102.23,24.39,1620,2020/01/01,12.4
﻿勐拉,103.08,22.67,350,2020/01/01,20.8
﻿雄关爬地,102.88,24.3,2105,2020/01/01,11.5
﻿邦东,98.17,24.46,1681.8,2020/01/01,12
﻿茨坝,102.74,25.15,1961,2020/01/01,10.9
﻿马龙,103.57,25.43,2067.1,2020/01/01,10.1
﻿大坪,103.08,22.92,1567,2020/01/01,13.5
﻿白水,104.01,25.64,2046,2020/01/01,9.9
﻿新安,101.58,23.58,1332,2020/01/01,15.3
﻿东村村委会,102.66,25.17,1920,2020/01/01,9
﻿北小村村,103.39,24.85,1892,2020/01/01,12
﻿秉烈乡,104.1,23.62,1441,2020/01/01,12.5
﻿稼依,103.95,23.74,1446,2020/01/01,14.6
﻿阿都,104.49,26.53,1507,2020/01/01,10.8
﻿洛凌茶厂,99.64,23.8,1336,2020/01/01,12.7
﻿德厚,103.93,23.55,1504,2020/01/01,14.3
﻿白邑,102.88,25.3,1984,2020/01/01,9.2
﻿岔河,101.27,25.31,2100,2020/01/01,6.2
﻿涛源,100.58,26.22,1267,2020/01/01,14.2
﻿坝子,105.23,23.88,1182,2020/01/01,14.4
﻿海口中平,102.54,24.8,1890,2020/01/01,10.9
﻿松华街道,102.74,25.25,2159,2020/01/01,9.4
﻿戌街,101.67,25.58,1836,2020/01/01,12.5
﻿上江 ,98.89,25.65,753,2020/01/01,12.9
﻿黄家寨,98.32,24.22,2000,2020/01/01,14.7
﻿郭大寨乡,99.77,24.28,1760,2020/01/01,11.4
﻿宁安,100.08,23.56,1836,2020/01/01,10.6
﻿旧莫,104.86,23.95,1212,2020/01/01,15.1
﻿平远,103.78,23.75,1462,2020/01/01,14.2
﻿宁河,101.94,23.96,2071,2020/01/01,11.5
﻿五里村,100.44,24.68,1287,2020/01/01,13.6
﻿茶房,100.19,24.24,1632.1,2020/01/01,10.1
﻿小百户,103.57,25.04,1902,2020/01/01,11.3
﻿勐旺村,98.56,24.28,1464,2020/01/01,11.7
﻿散旦镇,102.66,25.31,1850,2020/01/01,9.7
﻿麻栗树,101.94,24.8,1949,2020/01/01,11.3
﻿者腊,104.48,23.65,1520,2020/01/01,14.1
﻿大山,99.38,23.94,1320,2020/01/01,13.4
﻿珠街,99.93,25.04,1826,2020/01/01,10.5
﻿和平,103.78,23.25,1384,2020/01/01,14.2
﻿法克头,102.76,25.34,2290,2020/01/01,9.3
﻿麻地箐,103.08,24.99,2202,2020/01/01,11.7
﻿仓房村委会,103.05,25.99,2170,2020/01/01,9
﻿蒲缥,99.01,25.01,1360,2020/01/01,12.4
﻿火石坡,102.78,24.57,2105,2020/01/01,10.9
﻿大关,103.89,27.75,1176.2,2020/01/01,6.6
﻿瑞丽,97.85,24,762.9,2020/01/01,14.9
﻿三达山,100.87,22.04,992,2020/01/01,20
﻿单甲,99.41,23.2,1875.6,2020/01/01,11.2
﻿分水岭,103.23,22.86,2021,2020/01/01,12.7
﻿后河村,100.54,24.35,1608,2020/01/01,12.8
﻿小湾东镇,100.03,24.13,2216,2020/01/01,9
﻿云美,102.23,24.34,1750,2020/01/01,12.1
﻿新街镇,102.73,23.15,1635,2020/01/01,13.5
﻿新街,103.44,27.43,2114,2020/01/01,5.9
﻿禄裱北冲村,102.21,25.02,1971,2020/01/01,8.5
﻿金墩乡,100.2,26.49,2203,2020/01/01,6.6
﻿羊场,104.25,26.01,1970,2020/01/01,11
﻿冰岛湖,99.88,23.7,1000,2020/01/01,13.4
﻿双河幼儿园,102.43,24.57,1995,2020/01/01,8.7
﻿茂林站,103.59,27.63,2281,2020/01/01,5.4
﻿西福景苑,102.65,25.05,1917,2020/01/01,12
﻿独田,101.47,24.56,1773,2020/01/01,12.7
﻿龙潭乡,99.87,25.38,2068,2020/01/01,9.4
﻿滇源甸尾,102.87,25.21,1980,2020/01/01,8.7
﻿九河,99.99,26.75,2396,2020/01/01,3.7
﻿官山,100.16,23.55,1041,2020/01/01,14.5
﻿班老,98.95,23.32,1456,2020/01/01,15
﻿勐库,99.88,23.62,1125,2020/01/01,13.6
﻿花山,101.11,24.27,1226,2020/01/01,13.3
﻿天星,104.29,23.95,1558,2020/01/01,14.3
﻿鲁嘎村委会,102.9,25.72,2151,2020/01/01,8.7
﻿鲁纳,103.61,26.25,2283,2020/01/01,9
﻿芦山村,100.66,22.93,1878,2020/01/01,12.8
﻿峨山,102.41,24.18,1600,2020/01/01,12.1
﻿竹园,104.3,25.41,1790,2020/01/01,11.7
﻿富恒乡,99.66,25.66,2054,2020/01/01,7.7
﻿袜度,103.48,25.35,2007,2020/01/01,10
﻿新店,103.25,27.11,1730,2020/01/01,10
﻿石坎,105.15,27.79,991,2020/01/01,7.4
﻿扬武,102.16,23.94,1410,2020/01/01,15.1
﻿老气象站,102.92,26.91,840.7,2020/01/01,17.1
﻿吉利村站,104.01,28.01,561,2020/01/01,11.2
﻿大渡岗,100.94,22.36,1370,2020/01/01,16.4
﻿龙潭,100.66,22.68,1068,2020/01/01,15.4
﻿旧城,98.08,24.74,852,2020/01/01,15.1
﻿勐班,100.36,23.11,1190,2020/01/01,13.8
﻿太平乡,99.87,25.61,2416,2020/01/01,6.4
﻿半坡,102.12,22.65,439,2020/01/01,22.7
﻿坝洒中寨一组,103.82,22.67,580,2020/01/01,18.4
﻿洱源牛街,99.99,26.25,2119,2020/01/01,7.5
﻿罗雄,104.31,24.88,1482,2020/01/01,13
﻿仁和,104.29,22.95,1613,2020/01/01,13
﻿八宝中校,105.44,23.71,1140,2020/01/01,15.9
﻿吕合,101.39,25.15,1843,2020/01/01,8
﻿广南,105.05,24.05,1249.6,2020/01/01,15.1
﻿牛孔,102.08,23.01,1080,2020/01/01,15.8
﻿八达,104.98,24.37,785,2020/01/01,14.9
﻿勐腊五区场部,101.43,21.59,759,2020/01/01,17.6
﻿广通,101.75,25.16,1798,2020/01/01,9.7
﻿墨江,101.67,23.46,1366,2020/01/01,13.3
﻿孟弄,101.52,23.73,1424,2020/01/01,15.2
﻿漠沙,101.72,23.85,597,2020/01/01,18.3
﻿路居,102.84,24.33,1807,2020/01/01,12.5
﻿布朗山,100.41,21.59,1294,2020/01/01,16.4
﻿迤六,102.66,25.38,1812,2020/01/01,10.4
﻿下关,100.22,25.57,2116,2020/01/01,9.4
﻿路东村,100.93,24.15,1482,2020/01/01,13.2
﻿新城,102.43,23.72,1400,2020/01/01,13.3
﻿龙保,103.16,24.77,1593,2020/01/01,14.4
﻿金水河,103.16,22.61,317,2020/01/01,20.8
﻿普立,104.56,26.35,1933,2020/01/01,10.5
﻿剥隘,106.08,23.89,360,2020/01/01,19.8
﻿八宝,105.41,23.75,1582,2020/01/01,15.5
﻿晋宁,102.57,24.68,1979.2,2020/01/01,11.5
﻿爱尼山,101.56,24.49,1685,2020/01/01,12.6
﻿忙丙,99.16,23.94,1867,2020/01/01,9.5
﻿宜就,101.54,25.98,1710,2020/01/01,12.2
﻿红土地,103.02,26.02,2511,2020/01/01,9
﻿后所,104.3,25.81,2090,2020/01/01,10.6
﻿盐井村,102.77,24.63,1949,2020/01/01,11.2
﻿汤丹,103.05,26.19,2246.6,2020/01/01,10.3
﻿海东,100.26,25.7,2012,2020/01/01,10.3
﻿滇滩,98.41,25.53,1767,2020/01/01,7
﻿五境,99.45,27.7,1947,2020/01/01,7.1
﻿太平学校,102.59,24.95,1890,2020/01/01,9.5
﻿富岩,99.41,22.38,1500,2020/01/01,14.8
﻿碧鸡,102.63,24.99,1902,2020/01/01,11.1
﻿团结雨花,102.59,25.08,2185,2020/01/01,7.3
﻿骆子菁交通站,102.3,24.08,1561,2020/01/01,14.6
﻿关累港口,101.13,21.68,452,2020/01/01,20
﻿马街,103.75,24.96,1840,2020/01/01,12.5
﻿禄裱,102.27,24.97,1880,2020/01/01,9.8
﻿万兴中山,99.13,24.58,2054,2020/01/01,9.4
﻿昔马,97.69,24.73,1690,2020/01/01,8
﻿江北3号,100.8,22.05,890,2020/01/01,20.1
﻿纳古,102.73,24.18,1827,2020/01/01,13.2
﻿整碗,100.86,22.76,1284.5,2020/01/01,14.5
﻿元阳,102.82,23.23,312.3,2020/01/01,21.2
﻿瓦厂乡,99.97,25.44,1639,2020/01/01,10.9
﻿碧安,100.43,23.07,1384,2020/01/01,13.3
﻿牛街乡,100.09,25.03,2207.6,2020/01/01,7.8
﻿三塘,103.84,24.42,2090,2020/01/01,11.1
﻿宝山,104.46,26.31,2001,2020/01/01,9.7
﻿华叶庄园,100.05,23.7,1851.5,2020/01/01,10.2
﻿祥云,100.58,25.49,1992.9,2020/01/01,10.6
﻿丹凤,104,24.83,1844.2,2020/01/01,11.8
﻿瑶区,101.54,21.72,793,2020/01/01,17.4
﻿茶叶林,98.9,24,1021,2020/01/01,13.4
﻿北城,102.55,24.43,1675,2020/01/01,13.1
﻿平村,100.33,23.66,1165,2020/01/01,14.1
﻿龙华,103.83,25.58,1898.7,2020/01/01,11.7
﻿漫湾,100.49,24.65,1412,2020/01/01,13.6
﻿罗平板桥,104.47,24.97,1442,2020/01/01,13
﻿勐旺,98.44,24.24,1674,2020/01/01,11.5
﻿柏枝小学,101.55,23.78,1953,2020/01/01,11.4
﻿太平读书铺村,102.55,24.95,1889,2020/01/01,10.7
﻿鸡飞,99.47,24.73,1050,2020/01/01,12.5
﻿东华,102.74,25.05,1883,2020/01/01,13
﻿前卫烤烟站,102.73,24.34,1728,2020/01/01,11.7
﻿通海,102.75,24.13,1801.8,2020/01/01,12.5
﻿湾丹,98.22,24.39,1545,2020/01/01,13.7
﻿丫勒,101.99,24.27,1400,2020/01/01,16
﻿勐混镇,100.38,21.84,1208,2020/01/01,14.9
﻿营盘山,101.08,22.68,1505.5,2020/01/01,12.2
﻿勐典河电站,97.77,24.99,1195.5,2020/01/01,11.3
﻿曲靖,103.8,25.5,1906.2,2020/01/01,12.3
﻿帮东,100.35,23.92,1620,2020/01/01,13
﻿公信,99.33,22.32,1344.2,2020/01/01,16
﻿珠琳,104.63,23.99,1411,2020/01/01,14.4
﻿官屯,101.18,25.5,1973,2020/01/01,9.8
﻿柏林,104.73,23.24,1342,2020/01/01,13.7
﻿骂秧村,102.93,25.88,2061,2020/01/01,8.9
﻿勐永镇,99.76,23.95,1213,2020/01/04,13.7
﻿盘溪,103.12,24.22,1180,2020/01/01,16.3
﻿诗礼,99.94,24.92,1580,2020/01/01,12
﻿文龙,100.73,24.64,1298,2020/01/01,12.4
﻿底圩,104.88,24.28,1000,2020/01/01,14.7
﻿宝象河水库,102.93,25.04,2077,2020/01/01,9.8
﻿来宾,104.16,26.31,1985,2020/01/01,10.1
﻿细博,100.15,23.64,1164,2020/01/01,13.4
﻿宁蒗,100.86,27.26,2367.2,2020/01/01,5.6
﻿牛街,102.77,25.01,1922,2020/01/01,12.4
﻿法裱,101.83,24.58,2035,2020/01/01,9.8
﻿南庄,102.82,23.73,1410,2020/01/01,15.2
﻿西就,102.15,24.37,1777,2020/01/01,10.9
﻿河外,102.2,24.27,1313,2020/01/01,11.9
﻿南天门,99.35,23.63,1691,2020/01/01,13
﻿江坡,101.63,25.27,1797,2020/01/07,10.4
﻿橄榄坝,100.58,22.49,628,2020/01/01,17.8
﻿新平,101.97,24.07,1497.5,2020/01/01,13.5
﻿木城,98.92,24.2,1268,2020/01/01,13.2
﻿东风,103.4,24.31,1452,2020/01/01,14.5
﻿南华,100.74,26.62,2130,2020/01/01,6.7
﻿大桥,102.33,23.87,1067,2020/01/01,15.1
﻿下对龙,102.97,25.21,2016,2020/01/01,10.6
﻿福保,102.69,24.94,1919,2020/01/01,12.7
﻿翠依,100.67,27.45,2253,2020/01/01,6.9
﻿红星村,101.87,24.04,1551,2020/01/01,15
﻿大黑山,101.97,22.85,557,2020/01/01,18.9
﻿同心,101.05,22.95,1217,2020/01/01,14.4
﻿九华,102.75,25.73,2050,2020/01/01,7.9
﻿文兴,104.51,26.45,1715,2020/01/01,11
﻿董堡,105.15,23.9,1269,2020/01/01,14
﻿三台山公园,102.8,24.9,1938,2020/01/01,11.8
﻿矿山,103.69,26.63,2334.5,2020/01/01,7.6
﻿篾厂,104.04,22.91,1445,2020/01/01,13.6
﻿禄丰,102.1,25.11,1671.4,2020/01/01,10.5
﻿新营小学,103.13,25.28,1906,2020/01/01,11.1
﻿马街,105.06,23.46,1354,2020/01/01,14.6
﻿打洛镇勐板,100.21,21.75,721,2020/01/01,18.3
﻿剑川甸南,99.94,26.43,2220,2020/01/01,5.4
﻿则邑村委会,102.8,25.9,2357,2020/01/01,8
﻿金牛镇,100.61,25.9,1543,2020/01/01,13.7
﻿大窝铺村,102.97,25.53,2589,2020/01/01,7.2
﻿大寨,100.28,24.11,1428.5,2020/01/01,13.5
﻿恢厂村,102.59,24.74,1907,2020/01/01,12.2
﻿腾冲城市气象站,98.5,25.02,1654.6,2020/01/07,9.9
﻿晋城大河,102.77,24.54,2063,2020/01/01,11
﻿小冲,104.34,25.85,2096.1,2020/01/01,10.3
﻿红土坡,100.82,25.04,1655,2020/01/01,13.2
﻿芒卡,98.91,23.5,708,2020/01/01,15.7
﻿紫溪,101.36,25.04,2365,2020/01/01,9.3
﻿扒街,99.62,22.58,816,2020/01/01,15.2
﻿阿子营甸头,102.85,25.41,2130,2020/01/01,8.6
﻿落水,103.99,26.16,2005,2020/01/01,9.3
﻿双沟街,101.57,23.72,1947,2020/01/01,12.3
﻿振峰都市农庄,102.66,25.18,1900,2020/01/01,8.2
﻿平原三队,97.97,24.72,834,2020/01/01,13.9
﻿龙蟠,100.07,27.11,1959,2020/01/01,7
﻿蚌峨,104.64,23.6,1476,2020/01/01,14.6
﻿板仑,105.7,23.56,704,2020/01/01,17.5
﻿丘北,104.18,24.04,1518.7,2020/01/01,15.1
﻿曼典,100.65,22.13,1122,2020/01/01,16.7
﻿马站,98.5,25.21,1911,2020/01/01,7.3
﻿西庄,102.65,23.57,1350,2020/01/01,14.9
﻿王官,102.76,24.91,1900,2020/01/01,12.5
﻿军赛,99.32,23.73,575,2020/01/01,16.5
﻿小勐统,99.29,24.19,1540,2020/01/01,11.3
﻿盘龙体育城,104.25,23.35,1269,2020/01/01,16.3
﻿勐撒镇,99.62,23.74,1323,2020/01/04,11.5
﻿甘庄 ,102,23.7,821,2020/01/01,18.5
﻿中路乡,99.15,27.17,1680,2020/01/01,7.2
﻿涌宝,100.32,24.28,1850,2020/01/01,8.4
﻿太平,101.24,25.39,1931,2020/01/01,7.7
﻿滇源三转弯,102.86,25.39,2387,2020/01/01,8.5
﻿安康,99.74,23.16,1770,2020/01/01,11.5
﻿县街学校,102.41,25.19,1895,2020/01/01,9.9
﻿马街,102.67,23.26,1051,2020/01/01,16.4
﻿大田坝,99.53,25.05,1783,2020/01/01,10.7
﻿金所园区,103.2,25.55,2027,2020/01/01,10.1
﻿双河,102.42,24.55,2001,2020/01/01,9.1
﻿研和,102.5,24.26,1643,2020/01/01,12.5
﻿坝达,104.51,24.38,866,2020/01/01,14.4
﻿盘江,103.13,24.02,1110,2020/01/01,15.4
﻿剑川马登,99.6,26.45,2380,2020/01/01,4.6
﻿扯度,103.49,25.55,2049,2020/01/01,9.4
﻿都拉村,100.97,24.23,1136,2020/01/01,14
﻿新街,103.54,26.39,2230,2020/01/01,6.4
﻿日先永河,99.75,28.24,3048,2020/01/01,0
﻿砚山,104.34,23.6,1561.1,2020/01/01,14.2
﻿沙沟,102.9,25.05,2009,2020/01/01,9.9
﻿银厂,105.12,27.43,1576,2020/01/01,4.6
﻿边江,100.15,23.35,1716,2020/01/01,16.4
﻿水尾村,103.2,24.55,1694,2020/01/01,12.9
﻿罗申,101.75,25.29,1869,2020/01/01,10.8
﻿马者哨,103.42,23.73,1931,2020/01/01,12.8
﻿江城,102.81,24.43,1741,2020/01/01,12.7
﻿母享,105.19,27.57,1258,2020/01/01,6.1
﻿文井,100.93,24.3,1136,2020/01/01,13.6
﻿漕涧镇,99.13,25.68,2152,2020/01/01,6.8
﻿马军,102.83,25.33,2140,2020/01/01,7.8
﻿杨柳,104.28,26.62,1640,2020/01/01,11.4
﻿永仁,98.87,28.19,1927,2020/01/01,7.7
﻿白沙,100.23,26.95,2415,2020/01/01,5.9
﻿鲁家山村,100.02,24.83,2130,2020/01/01,10.1
﻿南台,104.87,27.44,1698,2020/01/01,5.3
﻿民主,99.27,25.62,1510,2020/01/01,10.4
﻿金秀园,103.81,25.44,1870,2020/01/01,10.1
﻿新营盘,100.92,27.14,2542,2020/01/01,5.7
﻿雪山风景区,102.84,26.09,2612,2020/01/01,8.3
﻿东山村,102.95,25.29,1934,2020/01/01,11.2
﻿坪上,104.65,27.44,1460,2020/01/01,4.9
﻿刘厂蔬菜基地,100.75,25.48,1970,2020/01/01,8.8
﻿文东,99.9,23.17,1948,2020/01/01,11.8
﻿坝溜,101.86,23.05,1883,2020/01/01,13.3
﻿崇岗,99.43,23.87,980,2020/01/01,13.9
﻿大渔,102.79,24.83,1887,2020/01/01,11.6
﻿虹溪,103.32,24.15,1476,2020/01/01,14.6
﻿四营,103.14,25.28,1897,2020/01/01,11.7
﻿小中甸,99.81,27.56,3230,2020/01/01,-0.9
﻿羊街云海,102.03,23.46,1769,2020/01/01,13.8
﻿妥安,101.71,25.32,1696,2020/01/01,11.8
﻿墨江龙潭,101.59,23.08,1859,2020/01/01,13.4
﻿州城镇,100.54,25.66,1571,2020/01/01,12.9
﻿河西,102.65,24.14,1826,2020/01/01,12.6
﻿勐满,101.3,21.3,613,2020/01/01,19
﻿上新城,102.98,23.07,1600,2020/01/01,13
﻿城子上,104.68,23,799,2020/01/01,17.2
﻿兴泉,101.42,26.62,1245,2020/01/01,11.5
﻿五老山,100.18,23.91,2240,2020/01/01,7.6
﻿彝良,104.07,27.63,1035,2020/01/01,8.7
﻿华龙湖,104.22,23.4,1259,2020/01/01,16.3
﻿三营镇,99.99,26.18,2094,2020/01/01,7.5
﻿独龙江 ,98.34,27.88,1498,2020/01/01,7.6
﻿荷叶山公园,102.69,25.07,1955,2020/01/01,12.2
﻿盐源,104.62,27.63,1332,2020/01/01,4.9
﻿青龙厂,102.04,23.76,1330,2020/01/01,15.4
﻿小坝子,104.31,22.81,1535,2020/01/01,12.1
﻿青龙,102.75,23.56,1401,2020/01/01,14.1
﻿官厅,102.72,23.37,1700,2020/01/01,13.2
﻿云坪村,102.86,26.26,3024,2020/01/01,4.5
﻿糯福,99.68,22.22,1372,2020/01/01,15
﻿文玉村,100.46,24.02,1158,2020/01/01,14
﻿纸厂,103.46,26.94,2050,2020/01/01,11.2
﻿三家村,102.6,25.05,2225,2020/01/01,8.8
﻿勐满镇,100.13,22.18,900,2020/01/01,17.8
﻿维西,99.29,27.18,2326.1,2020/01/01,4.2
﻿景洪,100.78,22.01,582,2020/01/01,19.8
﻿香格里拉,99.75,27.85,3341.5,2020/01/01,-1.8
﻿景迈,100.01,22.2,1627,2020/01/01,15.2
﻿马楠站,103.63,28.01,1796,2020/01/01,4
﻿上蒜,102.77,24.68,1918,2020/01/01,12.4
﻿适中,101.5,25.57,1850,2020/01/01,9.7
﻿县街鸣矣河小学,102.43,24.79,1895,2020/01/01,9.9
﻿者兔,104.79,24.14,1432,2020/01/01,13
﻿格咱,99.77,28.05,3102,2020/01/01,-1.6
﻿金厂,104.46,22.77,1577,2020/01/01,13.7
﻿允楞水库,99.41,23.58,1139,2020/01/01,13.7
﻿勐库冰岛,99.9,23.79,1697,2020/01/01,11.9
﻿帮海,99.08,24.03,1096,2020/01/01,13.7
﻿大坪,104.59,23.11,1540,2020/01/01,13.4
﻿利民,102.97,23.95,1897,2020/01/01,13
﻿楚雄,101.55,25.03,1824.1,2020/01/01,11.4
﻿瑶山,103.73,22.79,869,2020/01/01,16.1
﻿六库,98.85,25.87,949.9,2020/01/01,13.3
﻿鲁布革,104.54,24.78,829,2020/01/01,15.2
﻿姐冒,97.82,24.55,806,2020/01/01,14.9
﻿站屯,103.36,24.91,1864,2020/01/01,11.9
﻿永宁坪,101,26.7,2608,2020/01/01,5
﻿称杆 ,98.87,26.26,855,2020/01/01,12.8
﻿罗坪村水库,104.06,28.38,1328,2020/01/01,4.1
﻿海潮村,103.07,25.26,1913,2020/01/01,11.7
﻿龙朋,102.56,23.89,1764,2020/01/01,11.6
﻿毛坝子村,102.95,26.01,2953,2020/01/01,6
﻿安乐,101.67,25.47,1944,2020/01/01,9.7
﻿猛硐,104.71,22.88,1084,2020/01/01,15.8
﻿双柏,101.6,24.68,1968.1,2020/01/01,11.1
﻿营盘 ,99.15,26.47,1649.6,2020/01/01,10.2
﻿赤鹫龙潭,102.52,25.42,1944.6,2020/01/01,11.3
﻿里山,102.75,24.07,1830,2020/01/01,10.5
﻿乌龙包包村,103.11,26.16,1745,2020/01/01,16.8
﻿通关,101.44,23.24,1879,2020/01/01,13.1
﻿石月亮 ,98.9,27.25,1390,2020/01/01,8.7
﻿白济汛乡,99.08,27.37,1650,2020/01/01,7.1
﻿昆玉高速澄江出口,102.78,24.79,1900,2020/01/01,12
﻿旧城,103.67,24.63,1830,2020/01/01,12.1
﻿木杵榔,102.26,24.49,1954,2020/01/01,12.7
﻿太平地,101.76,26.13,1665,2020/01/01,11.4
﻿大红山,101.63,24.1,877,2020/01/01,17.3
﻿乌龙半坡村,103.07,26.01,1912,2020/01/01,12.6
﻿思茅,100.96,22.79,1302.1,2020/01/01,15.6
﻿莲华,102.71,25.08,1923,2020/01/01,12.2
﻿班洪,99.1,23.29,1160.5,2020/01/01,15.7
﻿北衙,100.2,26.15,1914,2020/01/01,10.6
